"var","coef"
"(Intercept)",-3.59893931670056
"age",0.0375032679777998
"hhsize",0.0397431735706816
"povertyBelow",0.0420137387046823
"genderFemale",-0.554618546457346
"raceHispanic",-0.729526474220227
"raceBlack",-0.645285969780206
"raceOther",-0.169370816295786
"eduNoHighSchool",0.278700275540836
"eduHighSchool",0.156383877026809
"insNo",-0.232239516051077
