"var","coef"
"(Intercept)",-5.06766961793444
"age",0.0573386693308611
"hhsize",-0.0386270046927805
"povertyBelow",0.329259289599857
"genderFemale",0.719058587713939
"raceHispanic",0.105270411141987
"raceBlack",1.62262239102635
"raceOther",0.0711576255438358
"eduNoHighSchool",0.991831579448069
"eduHighSchool",0.801941212387101
"insNo",-0.24242057429481
